,0,1,prob_ratio
to join,0.0009622311839087124,0.0007009567111868896,1.3727398119627412
for all,0.000481943673868219,0.0003512070008233691,1.372249621272785
war with,0.000481943673868219,0.0003512070008233691,1.372249621272785
cost of,0.000481943673868219,0.0003512070008233691,1.372249621272785
to hold,0.000481943673868219,0.0003512070008233691,1.372249621272785
people who,0.0005813135035317694,0.0004240715238157692,1.3707911776323642
in russia,0.001376272140840172,0.0010069877077549707,1.3667218877065566
of them,0.0006972449714725782,0.0005115089514066495,1.3631139192288908
have the,0.0005978751418090278,0.0004386444284142493,1.3630063511131696
a million,0.0004985053121454775,0.0003657799054218491,1.362855927174452
ha called,0.00039913548248192725,0.00029291538242944844,1.3626306654552802
lot of,0.00039913548248192725,0.00029291538242944844,1.3626306654552802
hong kong,0.001243779034622104,0.0009195502801640907,1.352594916724027
violence in,0.00041569712075918556,0.0003074882870279288,1.3519120509505076
cold war,0.00041569712075918556,0.0003074882870279288,1.3519120509505076
a young,0.0006309984183635445,0.0004677902376112095,1.348891805835377
world bank,0.0006309984183635445,0.0004677902376112095,1.348891805835377
suicide bomber,0.0008628613542451617,0.0006426650927929697,1.342629876620865
able to,0.0008628613542451617,0.0006426650927929697,1.342629876620865
in saudi,0.0006475600566408028,0.00048236314220968915,1.3424741651577112
power plant,0.0006475600566408028,0.00048236314220968915,1.3424741651577112
world biggest,0.0005481902269772524,0.0004094986192172892,1.3386863868431513
south africa,0.0013265872260083958,0.0009924148031564902,1.3367265600926463
must be,0.0006641216949180612,0.0004969360468081693,1.3364329256928105
europe and,0.00033288892937289314,0.0002491966686340085,1.3358482326334877
decided to,0.00033288892937289314,0.0002491966686340085,1.3358482326334877
did not,0.0007800531628588697,0.0005843734743990496,1.3348538170064113
he said,0.0004488203973137022,0.00033663409622488905,1.3332588776564893
australian government,0.0004488203973137022,0.00033663409622488905,1.3332588776564893
court of,0.0005647518652545109,0.0004240715238157692,1.3317372979277382
hit by,0.0007966148011361281,0.0005989463789975293,1.3300269090355654
a part,0.0007966148011361281,0.0005989463789975293,1.3300269090355654
to allow,0.0008131764394133863,0.0006135192835960099,1.325429307856681
fire on,0.0006972449714725782,0.0005260818560051296,1.3253545308846
on their,0.0005813135035317694,0.0004386444284142493,1.325249942495076
ordered to,0.0005813135035317694,0.0004386444284142493,1.325249942495076
force to,0.0003494505676501519,0.0002637695732324887,1.3248327446097932
in gaza,0.0017737514594943725,0.0013421645135200113,1.321560391164318
all the,0.0008297380776906447,0.0006280921881944893,1.3210450524401611
they will,0.0005978751418090278,0.000453217333012729,1.3191797803378273
were killed,0.0005978751418090278,0.000453217333012729,1.3191797803378273
is an,0.0005978751418090278,0.000453217333012729,1.3191797803378273
fighter jet,0.0005978751418090278,0.000453217333012729,1.3191797803378273
are a,0.000481943673868219,0.0003657799054218491,1.3175783216204833
al qaeda,0.0007303682480270946,0.0005552276652020895,1.3154392221454927
the truth,0.0003660122059274101,0.0002783424778309689,1.3149707108294157
to europe,0.0003660122059274101,0.0002783424778309689,1.3149707108294157
just a,0.0006144367800862858,0.0004677902376112095,1.3134878214302483
the police,0.0007469298863043532,0.0005698005698005694,1.3108619504641406
of this,0.0004985053121454775,0.00038035281002032906,1.3106392249838603
